,resnet50-0,resnet50-1,resnet50-2,resnet50-3
1358,1,0,1,0
1359,0,1,1,0
1360,1,1,0,1
1361,1,0,0,0
1362,0,0,0,0
1363,0,0,1,0
1364,1,1,0,1
1365,0,1,1,1
1366,1,1,0,1
1367,1,1,0,1
1368,1,1,0,0
1369,1,1,0,0
1370,1,0,0,1
1371,0,1,1,1
1372,0,1,0,0
1373,0,1,1,1
1374,1,1,1,1
1375,0,0,0,0
1376,0,1,0,0
1377,1,0,1,1
1378,1,1,1,1
1379,1,0,1,1
1380,1,1,0,1
1381,1,0,0,0
1382,1,0,1,1
1383,1,0,0,0
1384,1,0,1,1
1385,0,1,0,1
1386,1,0,0,0
1387,0,1,1,0
1388,1,1,0,1
1389,1,0,0,1
1390,1,1,1,0
1391,1,0,0,0
1392,1,0,0,0
1393,1,0,1,1
1394,1,0,0,1
1395,0,1,0,0
1396,0,1,1,1
1397,1,0,0,0
1398,1,0,0,1
1399,1,0,0,0
1400,0,1,1,0
1401,0,0,0,1
1402,0,0,1,1
1403,1,1,1,1
1404,1,0,0,0
1405,1,0,1,1
1406,1,1,0,1
1407,0,1,1,1
1408,0,1,0,1
1409,0,1,1,1
1410,1,0,0,1
1411,0,0,1,1
1412,1,0,1,0
1413,1,1,0,1
1414,1,1,1,0
1415,0,1,1,1
1416,1,0,0,0
1417,0,0,1,0
1418,1,0,1,1
1419,0,1,1,1
1420,0,1,1,1
1421,1,1,0,1
1422,1,1,1,0
1423,1,1,1,0
1424,0,1,1,1
1425,1,1,1,1
1426,0,0,0,0
1427,0,0,0,0
1428,0,1,0,0
1429,1,0,0,0
1430,1,1,1,1
1431,1,0,0,0
1432,0,0,0,1
1433,1,0,0,0
1434,0,0,0,0
1435,0,1,0,1
1436,1,1,0,0
1437,1,1,1,0
1438,0,0,0,1
1439,0,0,0,0
1440,0,0,1,1
1441,1,1,1,0
1442,0,0,1,1
1443,1,0,1,1
1444,0,1,1,1
1445,0,0,0,1
1446,1,0,0,1
1447,1,1,0,1
1448,1,1,0,0
1449,0,0,1,0
1450,1,1,1,0
1451,0,0,1,0
1452,1,0,0,0
1453,1,1,0,1
1454,1,0,0,0
1455,1,0,0,1
1456,1,0,1,0
1457,0,0,1,1
1458,0,1,1,0
1459,1,1,0,0
1460,0,1,1,1
1461,1,0,1,0
1462,1,0,1,1
1463,1,0,0,0
1464,1,0,0,1
1465,1,1,1,1
1466,0,0,1,1
1467,1,0,1,0
1468,0,0,1,1
1469,1,1,1,1
1470,0,0,1,1
1471,0,1,1,1
1472,1,0,1,0
1473,0,0,1,1
1474,0,0,1,1
1475,0,1,1,1
1476,1,1,0,1
1477,0,0,0,1
1478,1,1,1,1
1479,0,0,0,0
1480,0,0,0,1
1481,1,0,1,1
1482,0,0,1,0
1483,1,1,0,0
1484,1,1,0,0
1485,1,1,1,1
1486,0,0,1,0
1487,0,0,1,0
1488,0,0,1,1
1489,0,1,1,1
1490,1,1,0,0
1491,1,1,1,0
1492,0,1,1,0
1493,0,0,0,0
1494,1,0,0,0
1495,0,1,1,0
1496,0,0,1,1
1497,0,1,0,1
1498,1,1,0,0
1499,1,0,0,1
1500,0,0,0,1
1501,0,1,1,1
1502,1,1,1,1
1503,1,0,1,0
1504,1,0,1,0
1505,1,1,1,1
1506,1,0,0,0
1507,1,1,0,0
1508,1,0,0,0
1509,1,1,1,1
1510,0,0,0,1
1511,0,0,1,0
1512,1,0,0,0
1513,0,1,1,1
1514,0,0,0,0
1515,1,0,0,1
1516,1,0,1,1
1517,0,0,1,1
1518,1,1,1,0
1519,1,0,0,0
1520,1,0,1,1
1521,1,0,0,1
1522,0,1,0,0
1523,1,1,0,0
1524,0,1,0,0
1525,0,0,1,1
1526,0,1,1,1
1527,0,1,0,0
1528,0,0,1,1
1529,0,0,0,1
1530,1,1,0,0
1531,0,1,1,0
1532,0,1,1,1
1533,0,1,0,0
1534,0,0,1,1
1535,0,1,1,1
1536,0,0,0,1
1537,0,1,0,0
1538,1,0,0,0
1539,1,0,1,1
1540,0,0,0,1
1541,1,1,0,1
1542,1,1,1,1
1543,1,1,1,0
1544,1,1,0,0
1545,0,0,1,1
1546,0,1,1,0
1547,1,0,0,1
1548,0,0,0,1
1549,1,1,1,0
1550,1,1,0,1
1551,1,0,0,1
1552,0,1,1,1
1553,1,0,1,0
1554,1,0,1,0
1555,0,0,1,1
1556,1,0,1,0
1557,0,1,1,1
1558,0,0,0,0
1559,1,0,0,1
1560,1,0,1,1
1561,1,1,0,1
1562,1,1,0,1
1563,0,0,1,1
1564,0,0,0,1
1565,1,1,0,1
1566,1,1,1,1
1567,1,1,0,0
1568,0,1,1,1
1569,0,0,0,1
1570,1,0,1,1
1571,1,1,0,1
1572,1,0,0,1
1573,0,1,1,0
1574,1,1,0,1
1575,1,1,1,1
1576,0,1,1,0
1577,1,1,0,0
1578,1,0,0,1
1579,1,0,1,1
1580,0,0,0,1
1581,1,1,1,0
1582,0,1,1,1
1583,1,1,0,0
1584,1,1,0,1
1585,1,1,1,1
1586,1,1,0,0
1587,1,1,1,1
1588,0,0,1,1
1589,0,0,1,0
1590,1,0,1,0
1591,1,0,1,1
1592,1,1,0,0
1593,0,0,0,0
1594,0,0,0,1
1595,0,1,0,1
1596,0,1,0,1
1597,1,1,0,0
1598,1,0,0,1
1599,1,0,0,1
1600,0,0,1,0
1601,0,0,0,0
1602,1,0,1,1
1603,1,0,0,0
1604,1,0,0,1
1605,1,0,0,1
1606,0,1,0,1
1607,0,0,0,1
1608,0,0,0,1
1609,0,0,1,1
1610,1,0,1,1
1611,0,0,0,1
1612,1,1,1,1
1613,0,0,0,1
1614,0,0,0,0
1615,0,1,1,1
1616,0,0,0,1
1617,1,0,0,1
1618,1,0,1,0
1619,1,1,1,1
1620,0,1,0,0
1621,1,1,0,0
1622,1,1,1,0
1623,1,1,1,1
1624,0,1,1,1
1625,0,0,1,0
1626,1,1,1,0
1627,1,0,0,1
1628,1,1,0,0
1629,0,1,1,1
1630,0,1,1,0
1631,1,1,0,1
1632,1,0,0,0
1633,1,1,1,0
1634,1,0,1,0
1635,0,1,0,0
1636,0,0,1,0
1637,0,0,0,1
1638,1,0,1,1
1639,1,1,1,1
1640,1,0,0,1
1641,1,1,1,1
1642,0,1,1,1
1643,1,0,0,1
1644,0,1,1,0
1645,1,1,1,0
1646,0,1,0,1
1647,0,0,0,0
1648,1,0,1,0
1649,1,1,0,1
1650,1,1,1,0
1651,1,0,0,0
1652,1,0,1,1
1653,0,0,0,1
1654,1,1,0,1
1655,0,0,1,0
1656,0,0,1,0
1657,0,1,0,0
1658,1,0,0,0
1659,1,1,1,1
1660,1,0,0,1
1661,0,1,1,0
1662,0,0,1,1
1663,1,1,0,1
1664,0,0,0,1
1665,1,0,0,0
1666,1,1,1,1
1667,1,0,0,0
1668,0,0,0,0
1669,0,0,0,1
1670,0,1,1,0
1671,1,0,0,1
1672,1,1,1,0
1673,1,0,0,1
1674,0,0,0,0
1675,0,1,1,1
1676,0,1,1,1
1677,0,1,0,0
1678,0,1,0,0
1679,1,1,0,0
1680,1,0,1,1
1681,0,1,0,0
1682,1,1,1,0
1683,1,0,0,0
1684,0,1,1,0
1685,1,1,1,0
1686,1,0,0,0
1687,0,0,1,0
1688,0,1,0,0
1689,0,0,0,1
1690,1,0,0,0
1691,0,0,1,1
1692,0,1,0,0
1693,1,1,1,1
1694,1,0,0,1
1695,1,1,0,1
1696,0,0,0,0
1697,1,1,1,0
1698,0,1,1,1
1699,0,0,0,0
1700,1,0,1,0
1701,0,1,1,0
1702,1,0,0,1
1703,0,0,0,1
1704,0,1,1,1
1705,0,1,0,0
1706,1,1,1,0
1707,1,0,0,1
1708,0,0,1,1
1709,1,0,1,0
1710,0,1,1,0
1711,0,0,1,1
1712,0,1,1,1
1713,0,1,1,0
1714,1,0,0,0
1715,0,1,0,0
1716,0,1,0,0
1717,0,0,0,0
1718,0,1,1,0
1719,1,0,1,0
1720,1,0,0,0
1721,0,0,0,1
1722,0,0,0,0
1723,0,1,1,0
1724,1,1,0,1
1725,1,0,1,1
1726,0,0,1,1
1727,0,1,0,0
1728,0,1,1,1
1729,1,1,0,0
1730,0,0,1,0
1731,0,0,0,1
1732,0,0,0,0
1733,1,1,1,1
1734,1,1,1,1
1735,0,0,1,1
1736,1,0,0,1
1737,0,0,1,0
1738,1,1,0,0
1739,1,1,0,1
1740,0,0,0,0
1741,1,0,1,1
1742,1,1,1,0
1743,0,0,0,1
1744,0,1,1,0
1745,1,0,1,1
1746,0,1,1,1
1747,1,0,0,1
1748,1,0,1,1
1749,1,0,0,0
1750,0,0,0,0
1751,0,0,0,0
1752,0,1,1,0
1753,0,0,0,1
1754,1,0,1,1
1755,1,0,0,1
1756,0,1,0,1
1757,0,0,0,0
1758,1,1,1,0
1759,0,0,1,1
1760,1,1,1,1
1761,0,1,0,0
1762,1,0,0,0
1763,1,0,0,0
1764,1,1,0,0
1765,1,1,1,1
1766,0,1,0,1
1767,1,1,1,1
1768,0,1,1,1
1769,0,0,0,1
1770,1,0,0,0
1771,1,0,0,0
1772,0,0,1,0
1773,1,1,0,0
1774,1,1,0,0
1775,0,0,0,1
1776,0,1,1,1
1777,0,1,0,0
1778,0,0,0,1
1779,0,0,0,0
1780,0,0,1,1
1781,1,0,0,1
1782,0,0,0,0
1783,0,0,1,1
1784,1,1,1,1
1785,1,0,1,0
1786,0,0,0,0
1787,1,1,0,0
1788,1,1,0,1
1789,0,1,1,1
1790,1,1,0,1
1791,1,1,0,1
1792,0,0,0,1
1793,1,1,0,1
1794,1,0,0,0
1795,0,0,1,0
1796,1,1,1,1
1797,1,0,0,0
1798,1,1,0,1
1799,1,1,0,1
1800,0,1,1,0
1801,1,0,1,1
1802,1,1,0,1
1803,0,0,1,0
1804,1,1,1,0
1805,1,0,1,0
1806,1,1,1,0
1807,1,1,1,0
1808,1,1,1,0
1809,0,1,0,0
1810,1,0,1,1
1811,0,1,0,0
1812,1,1,1,1
1813,0,1,0,1
1814,0,1,0,1
1815,0,0,0,0
1816,0,1,0,0
1817,0,1,0,1
1818,0,0,0,0
1819,0,0,1,1
1820,1,0,0,1
1821,1,0,0,0
1822,0,0,1,1
1823,1,1,0,1
1824,0,0,1,0
1825,1,1,1,0
1826,0,1,1,1
1827,1,1,1,0
1828,1,1,1,0
1829,1,0,1,1
1830,0,0,0,0
1831,0,0,0,1
1832,0,1,0,1
1833,1,1,1,0
1834,0,1,1,1
1835,0,1,1,0
1836,1,1,0,0
1837,1,1,1,1
1838,0,1,0,0
1839,1,0,1,1
1840,1,1,1,0
1841,0,0,1,0
1842,1,1,1,0
1843,1,1,0,0
1844,1,1,1,1
1845,1,0,0,0
1846,0,1,1,1
1847,0,0,1,1
1848,0,1,1,1
1849,0,1,1,1
1850,0,0,0,1
1851,0,1,1,0
1852,1,1,1,1
1853,1,0,0,1
1854,1,1,0,0
1855,1,1,0,1
1856,1,1,1,0
1857,0,1,1,1
1858,1,1,0,0
1859,0,0,0,1
1860,0,0,0,0
1861,1,1,1,1
1862,0,0,0,0
1863,0,1,0,0
1864,0,0,1,1
1865,1,1,1,0
1866,1,1,1,1
1867,0,1,0,0
1868,1,1,1,0
1869,0,1,0,1
1870,1,1,1,1
1871,0,0,1,0
1872,0,0,1,0
1873,0,0,1,1
1874,1,1,1,1
1875,0,0,0,0
1876,1,1,1,1
1877,1,0,0,1
1878,1,0,0,0
1879,0,0,1,0
1880,0,1,0,0
1881,0,1,1,1
1882,1,1,1,1
1883,0,0,1,0
1884,1,1,0,0
1885,0,1,1,0
1886,0,0,1,0
1887,0,0,0,0
1888,1,0,0,0
1889,1,1,1,1
1890,1,1,0,0
1891,1,0,0,0
1892,1,0,0,1
1893,1,1,1,1
1894,0,1,1,0
1895,0,0,1,1
1896,1,1,1,0
1897,0,0,0,0
1898,1,1,0,0
1899,0,1,1,0
1900,1,1,0,0
1901,0,1,0,0
1902,1,1,0,0
1903,0,1,0,1
1904,0,1,1,0
1905,1,1,0,0
1906,1,1,1,0
1907,1,0,0,1
1908,0,1,1,1
1909,1,0,0,0
1910,0,1,0,1
1911,1,1,1,0
1912,1,0,1,0
1913,1,0,1,0
1914,1,0,0,1
1915,1,1,0,0
1916,1,0,1,0
1917,1,1,0,1
1918,0,1,0,0
1919,0,0,1,0
1920,1,1,1,1
1921,0,0,0,0
1922,1,0,0,1
1923,0,1,0,1
1924,0,0,0,1
1925,0,1,0,0
1926,1,0,1,1
1927,1,1,0,0
1928,0,0,1,0
1929,0,1,0,1
1930,1,1,0,0
1931,1,1,0,0
1932,0,1,1,0
1933,0,0,1,1
1934,0,1,1,1
1935,0,0,0,0
1936,0,1,1,1
1937,0,1,0,1
1938,0,1,1,1
1939,1,0,0,0
1940,1,1,1,0
1941,1,1,1,1
1942,0,0,0,1
1943,0,0,1,1
1944,0,0,1,1
1945,1,1,0,0
1946,1,1,0,1
1947,0,0,0,1
1948,1,1,0,1
1949,0,0,1,0
1950,0,1,1,0
1951,0,0,1,1
1952,0,1,1,1
1953,1,1,0,1
1954,1,0,0,0
1955,1,1,1,1
1956,1,1,0,1
1957,1,0,0,0
1958,1,0,1,1
1959,1,1,0,0
1960,0,0,1,0
1961,0,0,1,0
1962,0,0,1,0
1963,1,0,1,1
1964,1,0,1,1
1965,1,0,1,0
1966,0,0,0,0
1967,1,0,1,1
1968,0,1,1,1
1969,0,0,0,0
1970,1,0,0,1
1971,0,1,1,0
1972,1,0,1,1
1973,1,0,0,0
1974,0,1,1,1
1975,1,1,1,1
1976,0,1,1,0
1977,0,1,0,1
1978,0,0,1,0
1979,0,0,1,1
1980,0,1,1,0
1981,0,1,0,0
1982,1,0,1,1
1983,0,0,1,1
1984,1,1,0,1
1985,1,1,0,1
1986,0,0,1,1
1987,1,1,1,0
1988,0,0,1,0
1989,0,1,0,1
1990,1,1,0,0
1991,1,0,1,1
1992,1,1,0,0
1993,0,0,1,0
1994,1,0,0,0
1995,1,1,1,1
1996,1,0,0,0
1997,1,1,1,0
1998,0,0,0,0
1999,1,1,0,0
2000,0,1,1,0
2001,1,0,1,0
2002,1,1,1,1
2003,0,1,1,0
2004,0,1,0,1
2005,1,0,1,1
2006,0,1,0,1
2007,0,0,0,0
2008,1,1,1,0
2009,0,1,1,1
2010,0,1,1,1
2011,0,0,1,1
2012,1,0,1,0
2013,1,0,1,1
2014,0,0,0,1
2015,0,0,1,0
2016,1,1,1,0
2017,0,0,1,0
2018,0,1,0,0
2019,0,0,0,0
2020,1,1,1,0
2021,0,0,0,1
2022,1,1,1,0
2023,1,1,0,1
2024,1,0,1,0
2025,1,0,1,0
2026,1,0,1,1
2027,0,0,1,1
2028,0,1,1,1
2029,1,1,0,0
2030,0,1,0,0
2031,0,0,1,0
2032,1,1,1,1
2033,1,1,1,1
2034,0,1,0,0
2035,1,0,0,0
2036,1,0,0,1
2037,1,0,0,1
2038,1,0,1,1
2039,1,0,0,1
2040,1,1,1,1
2041,0,1,1,0
2042,0,0,1,0
2043,1,1,1,1
2044,0,0,0,1
2045,1,0,1,0
2046,1,0,1,1
2047,1,0,1,1
2048,0,0,1,0
2049,0,1,1,1
2050,1,1,0,1
2051,0,0,1,1
2052,1,1,0,1
2053,0,1,0,1
2054,0,0,1,1
2055,0,1,1,1
2056,0,1,0,1
2057,0,0,1,0
2058,1,0,1,1
2059,1,0,1,0
2060,0,1,0,1
2061,0,0,1,1
2062,1,0,0,1
2063,0,1,0,0
2064,0,0,0,1
2065,1,0,0,0
2066,0,1,0,1
2067,0,0,0,1
2068,0,0,0,0
2069,0,1,0,1
2070,1,1,0,0
2071,0,1,1,0
2072,1,0,1,1
2073,0,1,0,1
2074,1,1,1,0
2075,1,1,0,0
2076,0,1,1,0
2077,0,1,0,0
2078,0,1,1,1
2079,0,1,0,0
2080,0,1,0,0
2081,0,0,1,0
2082,1,0,0,0
2083,0,0,1,0
2084,1,0,0,1
2085,0,1,0,0
2086,0,1,1,0
2087,0,1,1,1
2088,1,1,0,0
2089,0,0,0,1
2090,0,1,0,0
2091,1,1,1,1
2092,0,1,0,0
2093,0,1,1,0
2094,1,1,1,1
2095,0,1,1,0
2096,1,0,0,0
2097,1,1,1,0
2098,1,1,1,1
2099,1,1,0,0
2100,0,1,1,1
2101,1,0,0,1
2102,1,1,1,0
2103,0,1,1,0
2104,0,1,1,0
2105,0,1,0,1
2106,0,1,0,0
2107,0,1,0,0
2108,1,0,1,0
2109,1,0,0,0
2110,1,0,1,0
2111,0,1,0,0
2112,1,1,0,0
2113,1,1,1,0
2114,1,1,0,0
2115,0,0,0,0
2116,1,1,1,1
2117,1,0,1,0
2118,1,0,0,1
2119,1,1,1,0
2120,0,0,0,0
2121,0,1,1,1
2122,1,1,0,1
2123,0,1,1,1
2124,1,1,1,1
2125,0,0,0,0
2126,0,1,0,1
2127,1,0,0,0
2128,1,0,0,1
2129,1,1,0,0
2130,0,1,0,0
2131,0,1,1,1
2132,1,0,1,1
2133,0,1,0,0
2134,1,1,1,1
2135,1,1,0,0
2136,0,0,1,0
2137,0,0,1,0
2138,0,0,0,0
2139,1,1,0,0
2140,1,1,0,0
2141,0,0,1,1
2142,1,1,0,0
2143,0,1,0,1
2144,1,1,1,1
2145,0,1,1,0
2146,0,1,1,1
2147,0,0,0,0
2148,0,0,1,1
2149,0,0,0,1
2150,0,1,0,1
2151,1,0,1,0
2152,1,1,1,1
2153,0,1,0,1
2154,1,0,0,1
2155,0,1,0,0
2156,0,1,1,0
2157,1,0,1,1
2158,1,0,1,0
2159,0,1,0,0
2160,1,0,0,1
2161,1,0,0,1
2162,0,0,1,0
2163,0,1,1,0
2164,0,0,0,1
2165,0,0,1,0
2166,1,1,1,0
2167,0,1,1,0
2168,0,0,1,0
2169,1,0,0,0
2170,1,1,1,1
2171,0,0,1,1
2172,1,0,0,0
2173,1,0,0,1
2174,0,0,0,0
2175,1,0,1,0
2176,0,0,0,0
2177,0,0,1,0
2178,1,1,1,0
2179,1,1,1,1
2180,1,0,0,1
2181,0,0,1,0
2182,0,0,1,1
2183,0,0,1,1
2184,1,1,0,1
2185,1,0,0,1
2186,1,0,1,1
2187,1,1,1,1
2188,0,0,0,0
2189,0,1,1,0
2190,1,0,1,0
2191,1,1,1,1
2192,1,1,1,0
2193,0,0,1,1
2194,1,1,1,0
2195,0,1,0,0
2196,0,1,0,1
2197,0,0,1,1
2198,1,0,1,0
2199,1,0,1,0
2200,0,1,1,1
2201,1,1,0,0
2202,0,1,1,1
2203,0,1,0,0
2204,1,0,0,1
2205,0,0,0,0
2206,1,1,1,0
2207,1,1,1,0
2208,1,1,1,1
2209,1,0,0,0
2210,0,1,1,1
2211,1,1,0,0
2212,0,0,1,1
2213,0,1,0,1
2214,1,0,1,0
2215,1,0,1,0
2216,0,1,0,0
2217,1,1,1,1
2218,1,0,1,0
2219,1,1,1,0
2220,1,0,0,0
2221,0,0,0,1
2222,0,1,0,0
2223,0,0,1,0
2224,1,1,1,0
2225,1,1,1,1
2226,0,1,0,0
2227,1,0,0,1
2228,1,1,0,0
2229,1,0,0,0
2230,0,1,0,0
2231,0,0,0,0
2232,1,0,0,0
2233,0,0,1,1
2234,0,1,1,1
2235,0,0,0,0
2236,0,0,1,0
2237,1,0,1,1
2238,1,1,0,1
2239,0,0,0,1
2240,0,0,1,1
2241,0,0,0,0
2242,0,0,1,1
2243,1,1,1,0
2244,0,1,0,0
2245,0,1,1,1
2246,0,1,1,1
2247,0,1,0,0
2248,1,1,1,0
2249,1,1,0,1
2250,1,1,0,1
2251,1,0,1,0
2252,1,1,0,0
2253,0,1,0,1
2254,0,1,1,0
2255,1,0,1,1
2256,0,1,1,0
2257,1,1,0,1
2258,0,0,1,1
2259,1,1,0,1
2260,0,1,1,0
2261,0,1,0,0
2262,0,0,0,1
2263,0,1,1,0
2264,0,0,0,1
2265,1,0,0,0
2266,0,0,1,0
2267,0,1,1,1
2268,0,1,0,0
2269,0,1,0,1
2270,0,0,1,0
2271,1,0,1,0
2272,0,0,0,1
2273,0,1,1,0
2274,1,1,0,1
2275,1,0,0,1
2276,0,0,0,1
2277,0,1,0,0
2278,0,1,0,1
2279,0,0,1,1
2280,1,0,0,1
2281,1,1,1,1
2282,0,1,1,1
2283,1,0,0,1
2284,1,1,1,0
2285,0,0,1,0
2286,1,0,0,0
2287,1,1,1,0
2288,1,1,0,1
2289,1,0,0,1
2290,1,1,1,0
2291,1,1,0,1
2292,0,0,1,1
2293,0,1,1,1
2294,0,0,1,0
2295,1,1,0,1
2296,1,0,0,1
2297,0,1,1,0
2298,0,0,0,1
2299,1,1,0,1
2300,1,1,0,1
2301,1,1,0,0
2302,0,1,1,0
2303,1,1,1,0
2304,0,1,1,0
2305,1,0,1,0
2306,0,0,0,1
2307,0,0,1,0
2308,1,1,1,1
2309,1,0,1,1
2310,1,0,0,1
2311,0,1,1,1
2312,0,0,1,1
2313,1,0,1,0
2314,1,0,0,0
2315,0,1,0,0
2316,1,0,1,0
2317,0,0,1,0
2318,0,0,0,1
2319,1,1,0,0
2320,1,1,0,1
2321,1,1,0,0
2322,0,0,0,1
2323,0,0,0,1
2324,0,1,1,0
2325,1,0,0,0
2326,0,0,1,1
2327,0,1,0,1
2328,1,0,0,0
2329,0,1,1,0
2330,1,0,0,0
2331,1,1,1,0
2332,1,1,1,1
2333,0,0,0,0
2334,0,0,1,0
2335,1,1,0,1
2336,1,1,1,1
2337,0,1,1,1
2338,1,1,1,0
2339,0,1,0,1
2340,0,1,1,1
2341,0,0,0,1
2342,0,1,1,0
2343,0,1,1,0
2344,1,0,0,0
2345,0,0,1,1
2346,0,0,0,0
2347,1,1,1,0
2348,1,1,1,0
2349,0,0,0,0
2350,0,1,0,1
2351,1,0,1,0
2352,1,1,1,0
2353,1,0,1,1
2354,1,1,0,1
2355,0,0,1,1
2356,1,1,0,0
2357,1,0,1,1
2358,1,1,0,0
2359,0,1,1,1
2360,1,1,0,0
2361,0,1,1,0
2362,0,1,0,0
2363,1,1,0,0
2364,1,1,0,1
2365,0,0,0,1
2366,1,1,1,0
2367,1,0,0,0
2368,1,0,0,0
2369,1,1,1,1
2370,0,0,1,0
2371,0,1,1,0
2372,0,0,0,0
2373,1,1,1,0
2374,0,0,1,1
2375,0,0,0,0
2376,0,1,1,0
2377,0,0,0,0
2378,0,0,1,0
2379,1,0,0,0
2380,1,0,1,0
2381,1,0,0,0
2382,1,0,0,0
2383,1,0,1,1
2384,0,1,1,0
2385,1,1,1,1
2386,0,1,1,0
2387,1,0,1,1
2388,1,1,1,0
2389,1,0,1,1
2390,0,1,0,1
2391,0,0,0,1
2392,1,1,1,1
2393,0,1,1,1
2394,1,0,0,1
2395,1,1,1,1
2396,0,1,0,0
2397,1,1,0,0
2398,0,0,1,1
2399,1,1,0,0
2400,0,1,0,1
2401,0,1,0,0
2402,1,1,0,1
2403,0,0,0,0
2404,0,0,1,0
2405,0,1,1,0
2406,0,0,0,0
2407,1,1,0,1
2408,0,0,0,1
2409,0,0,1,1
2410,1,1,0,0
2411,0,0,0,1
2412,0,1,1,0
2413,1,0,1,1
2414,0,0,1,1
2415,0,1,1,1
2416,0,0,1,0
2417,1,1,1,0
2418,0,1,1,1
2419,1,1,1,1
2420,0,0,0,0
2421,0,0,0,0
2422,1,0,0,1
2423,1,1,0,0
2424,1,1,0,1
2425,0,0,1,0
2426,1,0,0,1
2427,0,1,0,0
2428,1,0,0,1
2429,0,0,1,0
2430,1,1,1,0
2431,1,0,1,1
2432,0,0,1,0
2433,0,1,0,1
2434,0,0,0,0
2435,0,1,0,0
2436,0,0,0,0
2437,1,1,1,0
2438,0,0,0,0
2439,1,1,1,1
2440,0,1,1,1
2441,1,0,0,1
2442,0,1,0,0
2443,0,0,0,1
2444,0,1,1,1
2445,1,1,0,1
2446,0,1,0,0
2447,0,0,1,0
2448,1,1,1,1
2449,1,1,0,0
2450,0,1,0,0
2451,0,0,1,1
2452,1,0,0,0
2453,0,0,1,0
2454,0,0,0,1
2455,1,1,0,1
2456,0,0,0,0
2457,0,0,0,1
2458,0,1,1,0
2459,0,1,1,0
2460,1,1,0,0
2461,0,1,1,1
2462,1,0,0,0
2463,0,0,1,1
2464,1,0,0,0
2465,0,1,0,0
2466,1,0,0,1
2467,0,1,0,1
2468,0,0,1,1
2469,1,0,0,1
2470,0,0,1,0
2471,1,0,0,1
2472,0,1,1,0
2473,0,0,1,0
2474,1,1,1,0
2475,1,1,0,0
2476,0,0,0,0
2477,1,1,0,0
2478,0,1,0,0
2479,1,0,0,0
2480,1,1,0,0
2481,1,1,0,0
2482,0,0,0,0
2483,0,0,1,0
2484,1,1,0,1
2485,1,1,1,1
2486,0,1,0,1
2487,1,0,1,0
2488,0,1,0,1
2489,1,1,1,1
2490,1,0,1,0
2491,0,1,1,0
2492,1,1,0,0
2493,1,1,0,0
2494,0,1,0,1
2495,1,1,1,0
2496,1,0,0,1
2497,1,0,1,0
2498,1,0,1,0
2499,1,1,1,0
2500,0,0,0,1
2501,0,0,0,0
2502,1,1,0,1
2503,0,1,0,1
2504,0,0,0,1
2505,0,0,1,0
2506,1,1,1,1
2507,1,1,0,1
2508,1,1,1,1
2509,0,0,1,0
2510,1,0,0,0
2511,1,0,0,1
2512,0,0,0,0
2513,0,0,0,0
2514,0,1,0,0
2515,0,1,0,1
2516,0,0,1,1
2517,1,1,0,0
2518,0,0,1,1
2519,0,0,1,1
2520,0,1,1,1
2521,0,0,0,0
2522,0,0,1,0
2523,1,0,1,1
2524,1,1,1,0
2525,1,0,1,0
2526,1,0,1,0
2527,1,0,1,0
2528,0,1,1,1
2529,1,1,0,0
2530,1,0,1,0
2531,1,0,0,0
2532,0,0,1,1
2533,0,0,0,1
2534,1,0,0,1
2535,0,1,0,0
2536,0,0,0,1
2537,0,1,0,0
2538,1,1,1,1
2539,1,1,0,0
2540,0,1,0,0
2541,1,1,0,0
2542,0,0,0,0
2543,0,1,0,1
2544,0,0,1,1
2545,1,0,0,1
2546,0,1,1,0
2547,1,0,1,0
2548,1,1,1,0
2549,0,0,1,0
2550,0,0,1,1
2551,1,1,1,0
2552,0,0,0,1
2553,1,1,0,0
2554,0,1,0,0
2555,1,0,1,0
2556,0,1,0,1
2557,0,1,1,1
2558,1,0,0,0
2559,0,1,1,0
2560,1,1,1,0
2561,1,1,1,1
2562,0,0,1,0
2563,0,1,0,0
2564,0,0,1,0
2565,0,0,1,0
2566,0,1,0,1
2567,1,1,1,1
2568,1,1,1,1
2569,1,1,0,1
2570,1,0,0,1
2571,0,0,1,1
2572,1,0,1,0
2573,0,1,1,1
2574,0,1,1,0
2575,1,1,1,1
2576,0,1,1,1
2577,1,0,0,0
2578,1,0,0,0
2579,1,0,1,0
2580,0,1,0,1
2581,0,0,1,0
2582,1,0,0,1
2583,0,0,0,1
2584,1,0,0,1
2585,1,1,1,0
2586,1,1,1,0
2587,1,0,0,1
2588,1,0,0,1
2589,1,1,1,1
2590,1,1,1,0
2591,1,1,1,1
2592,0,0,0,0
2593,1,0,0,0
2594,0,0,1,1
2595,0,1,0,1
2596,0,0,0,0
2597,1,0,0,1
2598,0,0,0,1
2599,1,0,1,0
2600,1,0,0,1
2601,1,1,0,1
2602,1,1,0,1
2603,0,0,0,1
2604,0,1,0,1
2605,0,0,0,0
2606,0,0,1,1
2607,1,1,0,1
2608,0,1,1,0
2609,1,0,0,1
2610,0,0,1,0
2611,1,1,0,0
2612,0,1,1,0
2613,0,1,0,0
2614,1,0,1,0
2615,0,1,0,1
2616,0,1,1,0
2617,0,0,1,0
2618,0,0,0,0
2619,0,1,0,0
2620,0,1,1,0
2621,0,0,1,1
2622,0,0,1,0
2623,1,0,0,0
2624,1,1,1,1
2625,0,1,1,1
2626,0,1,0,1
2627,0,0,0,0
